"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0000029","","",9,"becB",1,"","29-8;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C(O)=O","29-9","","",""
"BGC0000029","","",10,"becB",2,"","29-9;Methylmalonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C(O)=O","29-10","","",""
"BGC0000029","","",11,"becD",3,"","29-10;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C(O)=O","29-11","","",""
"BGC0000029","","",12,"becD",4,"","29-11;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C=C/C(O)=O","29-12","","",""
"BGC0000029","","",13,"becE",5,"{'Inactive': ['DH']}","29-12;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C=C/C(O)CC(O)=O","29-13","","",""
"BGC0000029","","",14,"becF",6,"","29-13;Methylmalonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C=C/C(O)C/C=C(C)/C(O)=O","29-14","","",""
"BGC0000029","","",15,"becF",7,"","29-14;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C=C/C(O)C/C=C(C)/C=C/C(O)=O","29-15","","",""
"BGC0000029","","",16,"becG",8,"","29-15;Malonyl-CoA","CCC/C=C/CC(N)C/C=C/C=C(C)/C=C/C=C/C(O)C/C=C(C)/C=C/C=C/C(O)=O","29-16","","",""
"BGC0000029","","",17,"becG","TE","","29-16","CC1=C/C=C/CC(C/C=C/CCC)NC(/C=C/C=C/C(C)=C\CC(O)/C=C\C=C/1)=O","29-17","","",""
"BGC0000029","","",18,"becO","","","29-17","CC1=C/C=C/CC(C/C=C/CCC)NC(/C=C/C=C/C(C)=C\C(O)C(O)/C=C\C=C/1)=O","29","","",""
"BGC0000031","Borrelidin","PKS (Type I)",1,"Start","","","5-oxo-pent-3-ene-1,2,5-tricarboxylic acid","OC(CC(C(O)=O)/C=C\C(C(O)=O)=O)=O","31-1","","10.1111/j.1365-2958.2004.04090.x;10.1039/B310648A",""
"BGC0000031","","",2,"borN","","","31-1","OC(C/C=C/C=C(O)\C(O)=O)=O","31-2","","",""
"BGC0000031","","",3,"borN","","","31-2","OC(CC/C=C\C(C(O)=O)=O)=O","31-3","","",""
"BGC0000031","","",4,"borM;borC;borD","","","31-3","OC(CCCCC(C(O)=O)=O)=O","31-4","","",""
"BGC0000031","","",5,"borM;borC;borD","","","31-4","OC(CCCCC(O)C(O)=O)=O","31-5","","",""
"BGC0000031","","",6,"borF","","","31-5","OC(CCCCC(O[R])C(O)=O)=O","31-6","","","R=PO3H2"
"BGC0000031","","",7,"borE","","","31-6","O=C(O)[C@H]1[C@H](C(O)=O)CCC1","31-7","","",""
"BGC0000031","","",8,"borA1",0,"","31-7","O=C(O)[C@@]1([H])[C@H](C(O)=O)CCC1","31-8","","",""
"BGC0000031","","",9,"borA2",1,"","31-8;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)CC(O)=O","31-9","","",""
"BGC0000031","","",10,"borA3",2,"","31-9;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C(O)=O","31-10","","",""
"BGC0000031","","",11,"borA3",3,"","31-10;Methylmalonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C(C(O)=O)\C","31-11","","",""
"BGC0000031","","",12,"borA4",4,"","31-11;Methylmalonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C(O)=O)C)\C","31-12","","",""
"BGC0000031","","",13,"borA5",5,"{'Iteration': [(['DH', 'KR'], 'Methylmalonyl-CoA' ), (['DH', 'KR'], 'Methylmalonyl-CoA'), (['DH', 'KR'], 'Methylmalonyl-CoA')]}","31-12","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C[C@H](C[C@H](C[C@H](C(O)=O)C)C)C)C)\C","31-13","","",""
"BGC0000031","","",14,"borA6",6,"","31-13;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C[C@H](C[C@H](C[C@H]([C@@H](O)CC(O)=O)C)C)C)C)\C","31-14","","",""
"BGC0000031","","",15,"borA6","TE","","31-14","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-15","","",""
"BGC0000031","","",16,"borI","","","31-15","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CO)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-16","","",""
"BGC0000031","","",17,"borI;borK","","","31-16","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C([H])=O)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-17","","",""
"BGC0000031","","",18,"borJ","","","31-17","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CN)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-18","","",""
"BGC0000031","","",19,"borI","","","31-18","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CN(O)O)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-19","","",""
"BGC0000031","","",20,"borI","","","31-19","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(/C=N/O)[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31-20","","",""
"BGC0000031","","",21,"borI","","","31-20","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C#N)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","31","","",""
"BGC0001533","Borrelidin","PKS (Unknown)",1,"Start","","","5-oxo-pent-3-ene-1,2,5-tricarboxylic acid","OC(CC(C(O)=O)/C=C\C(C(O)=O)=O)=O","1533-1","","10.1111/j.1365-2958.2004.04090.x;10.1039/B310648A",""
"BGC0001533","","",2,"bor2N","","","1533-1","OC(C/C=C/C=C(O)\C(O)=O)=O","1533-2","","",""
"BGC0001533","","",3,"bor2N","","","1533-2","OC(CC/C=C\C(C(O)=O)=O)=O","1533-3","","",""
"BGC0001533","","",4,"bor2M;bo2rC;bor2D","","","1533-3","OC(CCCCC(C(O)=O)=O)=O","1533-4","","",""
"BGC0001533","","",5,"bor2M;bor2C;bor2D","","","1533-4","OC(CCCCC(O)C(O)=O)=O","1533-5","","",""
"BGC0001533","","",6,"bor2F","","","1533-5","OC(CCCCC(O[R])C(O)=O)=O","1533-6","","","R=PO3H2"
"BGC0001533","","",7,"bor2E","","","1533-6","O=C(O)[C@H]1[C@H](C(O)=O)CCC1","1533-7","","",""
"BGC0001533","","",8,"bor2A1",0,"","1533-7","O=C(O)[C@@]1([H])[C@H](C(O)=O)CCC1","1533-8","","",""
"BGC0001533","","",9,"bor2A2",1,"","1533-8;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)CC(O)=O","1533-9","","",""
"BGC0001533","","",10,"bor2A3",2,"","1533-9;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C(O)=O","1533-10","","",""
"BGC0001533","","",11,"bor2A3",3,"","1533-10;Methylmalonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C(C(O)=O)\C","1533-11","","",""
"BGC0001533","","",12,"bor2A4",4,"","1533-11;Methylmalonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C(O)=O)C)\C","1533-12","","",""
"BGC0001533","","",13,"bor2A5",5,"{'Iteration': [(['DH', 'KR'], 'Methylmalonyl-CoA' ), (['DH', 'KR'], 'Methylmalonyl-CoA'), (['DH', 'KR'], 'Methylmalonyl-CoA')]}","1533-12","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C[C@H](C[C@H](C[C@H](C(O)=O)C)C)C)C)\C","1533-13","","",""
"BGC0001533","","",14,"bor2A6",6,"","1533-13;Malonyl-CoA","O=C(O)[C@@H]1CCC[C@@]1([H])[C@@H](O)C/C=C/C=C([C@H](O)[C@H](C[C@H](C[C@H](C[C@H]([C@@H](O)CC(O)=O)C)C)C)C)\C","1533-14","","",""
"BGC0001533","","",15,"bor2A6","TE","","1533-14","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-15","","",""
"BGC0001533","","",16,"bor2I","","","1533-15","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CO)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-16","","",""
"BGC0001533","","",17,"bor2I;bor2K","","","1533-16","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C([H])=O)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-17","","",""
"BGC0001533","","",18,"bor2J","","","1533-17","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CN)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-18","","",""
"BGC0001533","","",19,"bor2I","","","1533-18","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(CN(O)O)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-19","","",""
"BGC0001533","","",20,"bor2I","","","1533-19","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(/C=N/O)[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533-20","","",""
"BGC0001533","","",21,"bor2I","","","1533-20","O=C(O)[C@@H]1CCC[C@]1([C@](O2)([H])C/C=C/C=C(C#N)\[C@H](C)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C(O)CC2=O)[H]","1533","","",""
"BGC0000032","A23187","PKS (Unknown)",1,"Start","","","L-Proline","OC([C@H]1NCCC1)=O","32-1","","10.1128/aac.01130-10",""
"BGC0000032","","",2,"SchN2;SchN3","","","32-1","OC([C@H]1NCCC1)=O","32-2","","",""
"BGC0000032","","",3,"SchN1","","","32-2","OC(C1=CCCN1)=O","32-3","","",""
"BGC0000032","","",4,"SchN1/Spontaneous","","","32-3","OC(C1=CC=CN1)=O","32-4","","",""
"BGC0000032","","",5,"SchA1",1,"","32-4;Methylmalonyl-CoA","O=C(C(C)C(O)=O)C1=CC=CN1","32-5","","",""
"BGC0000032","","",6,"SchA1",2,"","32-5;Methylmalonyl-CoA","O=C(C(C)C(O)C(C)C(O)=O)C1=CC=CN1","32-6","","",""
"BGC0000032","","",7,"SchA2",3,"","32-6;Methylmalonyl-CoA","O=C(C(C)C(O)C(C)CC(C)C(O)=O)C1=CC=CN1","32-7","","",""
"BGC0000032","","",8,"SchA5",4,"{'Inactive': ['DH', 'KR']}","32-7;Malonyl-CoA","O=C(C(C)C(O)C(C)CC(C)C(CC(O)=O)=O)C1=CC=CN1","32-8","","",""
"BGC0000032","","",9,"SchA5",5,"","32-8;Methylmalonyl-CoA","O=C(C(C)C(O)C(C)CC(C)C(CCC(C)C(O)=O)=O)C1=CC=CN1","32-9","","",""
"BGC0000032","","",10,"SchA4",6,"","32-9;Malonyl-CoA","O=C(C(C)C(O)C(C)CC(C)C(CCC(C)C(O)CC(O)=O)=O)C1=CC=CN1","32-10","","",""
"BGC0000032","","",11,"Start","","","Chorismate","OC1C=CC(C(O)=O)=C[C@H]1OC(C([O-])=O)=C","32-11","","",""
"BGC0000032","","",12,"SchB1","","","32-11","OC1C=CC(C(O)=O)=C(N)[C@H]1OC(C([O-])=O)=C","32-12","","",""
"BGC0000032","","",13,"SchB2","","","32-12","O[C@@H](C=CC=C1C(O)=O)[C@H]1N","32-13","","",""
"BGC0000032","","",14,"SchB3","","","32-13","OC(C=CC=C1C(O)=O)=C1N","32-14","","",""
"BGC0000032","","",15,"?","","","32-10;32-14","O=C([C@@H](C)[C@@H](O)[C@H](C)C[C@@H](C)C(CC[C@@H](C)[C@H](O)CC(NC1=C(O)C=CC=C1C(O)=O)=O)=O)C2=CC=CN2","32-15","","",""
"BGC0000032","","",16,"?","","","32-15","O=C([C@@H](C)[C@@H](O)[C@H](C)C[C@@H](C)C(CC[C@@H](C)[C@H](O)CC1(O)OC2=C(N1)C(C(O)=O)=CC=C2)=O)C3=CC=CN3","32-16","","",""
"BGC0000032","","",17,"?","","","32-16","O=C([C@@H](C)[C@@H](O)[C@H](C)C[C@@H](C)C(CC[C@@H](C)[C@H](O)CC1=NC2=C(O1)C=CC=C2C(O)=O)=O)C3=CC=CN3","32-17","","",""
"BGC0000032","","",18,"","","","32-17","O=C([C@@H](C)[C@]1([H])[C@H](C)C[C@@H](C)[C@@]2(O[C@@](CC3=NC4=C(O3)C=CC=C4C(O)=O)([H])[C@H](C)CC2)O1)C5=CC=CN5","32-18","","",""
"BGC0000032","","",19,"?","","","32-18","O=C([C@@H](C)[C@]1([H])[C@H](C)C[C@@H](C)[C@@]2(O[C@@](CC3=NC4=C(O3)C=CC(O)=C4C(O)=O)([H])[C@H](C)CC2)O1)C5=CC=CN5","32-19","","",""
"BGC0000032","","",20,"?","","","32-19","O=C([C@@H](C)[C@]1([H])[C@H](C)C[C@@H](C)[C@@]2(O[C@@](CC3=NC4=C(O3)C=CC(N)=C4C(O)=O)([H])[C@H](C)CC2)O1)C5=CC=CN5","32-20","","",""
"BGC0000032","","",21,"SchM","","","32-20","O=C([C@@H](C)[C@]1([H])[C@H](C)C[C@@H](C)[C@@]2(O[C@@](CC3=NC4=C(O3)C=CC(NC)=C4C(O)=O)([H])[C@H](C)CC2)O1)C5=CC=CN5","32","","",""
"BGC0000034","Candicidin","NRPS (Type I);PKS (Unknown)",1,"Start","","","Chorismate","OC(C1=C[C@@H](OC(C(O)=O)=C)[C@H](O)C=C1)=O","34-1","","10.1016/j.chembiol.2003.10.007;10.1039/B301028G",""
"BGC0000034","","",2,"pabAB","","","34-1","OC(C1=C[C@@H](OC(C(O)=O)=C)[C@H](N)C=C1)=O","34-2","","",""
"BGC0000034","","",3,"pabC","","","34-2","OC(C1=CC(O)=C(N)C=C1)=O","34-3","","",""
"BGC0000034","","",4,"fscA",0,"","34-3","OC(C1=CC=C(N)C=C1)=O","34-4","","",""
"BGC0000034","","",5,"fscA",1,"","34-4;Malonyl-CoA","O=C(CC(O)=O)C1=CC=C(N)C=C1","34-5","","",""
"BGC0000034","","",6,"fscB",2,"","34-5;Methylmalonyl-CoA","O=C(CC(O)C(C(O)=O)C)C1=CC=C(N)C=C1","34-6","","",""
"BGC0000034","","",7,"fscB",3,"","34-6;Methylmalonyl-CoA","O=C(CC(O)C(CC(C(O)=O)C)C)C1=CC=C(N)C=C1","34-7","","",""
"BGC0000034","","",8,"fscB",4,"{'Inactive': ['DH']}","34-7;Methylmalonyl-CoA","O=C(CC(O)C(CC(C(O)C(C(O)=O)C)C)C)C1=CC=C(N)C=C1","34-8","","",""
"BGC0000034","","",9,"fscC",5,"","34-8;Malonyl-CoA","O=C(O)/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-9","","",""
"BGC0000034","","",10,"fscC",6,"","34-9;Malonyl-CoA","O=C(O)/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-10","","",""
"BGC0000034","","",11,"fscC",7,"","34-10;Malonyl-CoA","O=C(O)/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-11","","",""
"BGC0000034","","",12,"fscC",8,"","34-11;Malonyl-CoA","O=C(O)/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-12","","",""
"BGC0000034","","",13,"fscC",9,"","34-12;Malonyl-CoA","O=C(O)/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-13","","",""
"BGC0000034","","",14,"fscC",10,"","34-13;Malonyl-CoA","O=C(O)/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-14","","",""
"BGC0000034","","",15,"fscD",11,"","34-14;Malonyl-CoA","O=C(O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-15","","",""
"BGC0000034","","",16,"fscD",12,"","34-15;Malonyl-CoA","O=C(O)CC(O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-16","","",""
"BGC0000034","","",17,"fscD",13,"","34-16;Methylmalonyl-CoA","OC(CC(O)C(C)C(O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-17","","",""
"BGC0000034","","",18,"fscD",14,"","34-17;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-18","","",""
"BGC0000034","","",19,"fscD",15,"{'Inactive': ['KR']}","34-18;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-19","","",""
"BGC0000034","","",20,"fscD",16,"","34-19;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)CC(O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-20","","",""
"BGC0000034","","",21,"fscE",17,"{'Inactive': ['DH', 'ER']}","34-20;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)CC(O)CC(O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-21","","",""
"BGC0000034","","",22,"fscE",18,"","34-21;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)CC(O)CCCC(O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-22","","",""
"BGC0000034","","",23,"fscE",19,"{'Inactive': ['KR']}","34-22;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)CC(O)CCCC(CC(O)=O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-23","","",""
"BGC0000034","","",24,"fscE",20,"","34-23;Malonyl-CoA","OC(CC(O)C(C)C(O)CC(CC(O)CC(O)CCCC(CCCC(O)=O)=O)=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C)C(O)C(C)CC(C)C(O)CC(C1=CC=C(N)C=C1)=O","34-24","","",""
"BGC0000034","","",25,"fscF",21,"{'Inactive': ['DH', 'KR']}","34-24;Malonyl-CoA","CC(C(OC(CC(CCCC(CCCC(O)CC(O)C1)=O)=O)=O)C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)CC(O)C(C)C(O)CC1=O)CC(C(CC(C2=CC=C(C=C2)N)=O)O)C","34-25","","",""
"BGC0000034","","",26,"fscF","TE","","34-25","CC(C(CC(CC(CCCC(CCCC(O)CC(O)C1)=O)=O)=O)C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)CC(O)C(C)C(O)CC1=O)CC(C(CC(C2=CC=C(C=C2)N)=O)O)C","34-26","","",""
"BGC0000034","","",27,"Start","","","Mycosamine","O[C@H]1[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O1","34-27","","",""
"BGC0000034","","",28,"fscP, fscFE, fscMI","","","34-26;34-27","CC(C(OC(CC(CCCC(CCCC(O)CC(O)C1)=O)=O)=O)C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)CC(O)C(C(O)=O)C(O)CC1=O)CC(C(CC(C3=CC=C(C=C3)N)=O)O)C","34-28","","",""
"BGC0000034","","",29,"fscO","","","34-28","CC(C(OC(CC(CCCC(CC(O)CC(O)CC(O)C1)=O)=O)=O)C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)CC(O)C(C(O)=O)C(O)CC1=O)CC(C(CC(C3=CC=C(C=C3)N)=O)O)C","34-29","","",""
"BGC0000034","","",30,"?","","","34-29","CC(C(OC(CC(CCC1)=O)=O)C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O2)CC(O3)C(C(O)=O)C(O)CC3(O)CC(O)CC(O)CC(O)CC1=O)CC(C(CC(C4=CC=C(C=C4)N)=O)O)C","34","","",""
"BGC0000035","Chalcomycin","PKS (Unknown)",1,"chmGI",0,"","Malonyl-CoA","O=C(O)C","35-1","","10.1128/aac.48.12.4703-4712.2004",""
"BGC0000035","","",2,"chmGI",1,"","35-1;Methylmalonyl-CoA","C[C@@H](O)[C@@H](C)C(O)=O","35-2","","",""
"BGC0000035","","",3,"chmGI",2,"","35-2;Malonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C(O)=O","35-3","","",""
"BGC0000035","","",4,"chmGII",3,"","35-3;Malonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C=C/C(O)=O","35-4","","",""
"BGC0000035","","",5,"chmGIII",4,"","35-4;Methylmalonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C=C/C([C@H](C)C(O)=O)=O","35-5","","",""
"BGC0000035","","",6,"chmGIII",5,"","35-5;Methylmalonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C=C/C([C@H](C)C[C@H](C)C(O)=O)=O","35-6","","",""
"BGC0000035","","",7,"chmGIV",6,"","35-6;Methylmalonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C=C/C([C@H](C)C[C@H](C)[C@H](O)[C@@H](C)C(O)=O)=O","35-7","","",""
"BGC0000035","","",8,"chmGV",7,"","35-7;Malonyl-CoA","C[C@@H](O)[C@@H](C)/C=C/C=C/C([C@H](C)C[C@H](C)[C@H](O)[C@@H](C)C(CC(O)=O)=O)=O","35-8","","",""
"BGC0000035","","",9,"Start","","","Glucose-1-Phosphate","O[C@H]1[C@H](O)[C@@H](O)[C@H]([R])O[C@@H]1CO","35-9","","","R=OPO3"
"BGC0000035","","",10,"chmAI","","","35-9","O[C@H]1[C@H](O)[C@@H](O)[C@H]([R])O[C@@H]1CO","35-10","","","R=ONDP"
"BGC0000035","","",11,"chmAII","","","35-10","O[C@H]([C@@H](O)[C@H]([R])O[C@@H]1C)C1=O","35-11","","","R=ONDP"
"BGC0000035","","",12,"chmCIV, chmCV, chmCII?","","","35-11","C[C@H]1O[C@@H]([R])[C@H](O)C(C1)=O","35-12","","","R=ONDP"
"BGC0000035","","",13,"?","","","35-12","C[C@H]1O[C@@H]([R])[C@H](O)[C@@H](O)C1","35-13","","","R=ONDP"
"BGC0000035","","",14,"chmCI","","","35-13","C[C@H]1O[C@@H]([R])[C@H](O)[C@@H](OC)C1","35-14","","","R=ONDP"
"BGC0000035","","",15,"chmJ","","","35-11","C[C@H]1O[C@@H]([R])[C@H](O)[C@H](O)C1=O","35-15","","","R=ONDP"
"BGC0000035","","",16,"chmD","","","35-15","C[C@H]1O[C@@H]([R])[C@H](O)[C@H](O)[C@@H]1O","35-16","","","R=ONDP"
"BGC0000035","","",17,"chmGV,chmCIII,(chmHI;chmHII),chmN,chmMI,chmMII,chmPI,chmPII,?,?","","","35-8;35-14;35-16","O=C1CC(O[C@H](C)[C@@H](CO[C@H]2[C@H](OC)[C@H](OC)[C@H](O)[C@@H](C)O2)[C@@H](O3)[C@H]3/C=C/C([C@@](C)(O)C[C@H](C)[C@H](O[C@@H]4[C@H](O)[C@@H](OC)C[C@@H](C)O4)[C@H]1C)=O)=O","35","","",""
"BGC0000036","Chlorothricin;Deschlorothricin","PKS (Type I);Saccharide",1,"AAZ77693.1",0,"","Malonyl-CoA","O=C(C)O","36-1","","10.1016/j.chembiol.2006.03.008",""
"BGC0000036","","",2,"AAZ77693.1",1,"","36-1;Methylmalonyl-CoA","C/C=C(C(O)=O)\C","36-2","","",""
"BGC0000036","","",3,"AAZ77693.1",2,"","36-2;Malonyl-CoA","C/C=C(/C=C/C(O)=O)C","36-3","","",""
"BGC0000036","","",4,"AAZ77694.1",3,"","36-3;Malonyl-CoA","C/C=C(/C=C/C=C/C(O)=O)C","36-4","","",""
"BGC0000036","","",5,"AAZ77694.1",4,"","36-4;Malonyl-CoA","C/C=C(/C=C/C=C/CCC(O)=O)C","36-5","","",""
"BGC0000036","","",6,"AAZ77696.1",5,"","36-5;Malonyl-CoA","C/C=C(/C=C/C=C/CCCCC(O)=O)C","36-6","","",""
"BGC0000036","","",7,"AAZ77696.1",6,"","36-6;Malonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C(O)=O)C","36-7","","",""
"BGC0000036","","",8,"AAZ77696.1",7,"","36-7;Malonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C=C/C(O)=O)C","36-8","","",""
"BGC0000036","","",9,"AAZ77697.1",8,"{'Inactive': ['DH']}","36-8;Malonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C=C/[C@@H](O)CC(O)=O)C","36-9","","",""
"BGC0000036","","",10,"AAZ77698.1",9,"","36-9;Malonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C=C/[C@@H](O)CCCC(O)=O)C","36-10","","",""
"BGC0000036","","",11,"AAZ77698.1",10,"","36-10;Methylmalonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C=C/[C@@H](O)CCC/C=C(C)/C(O)=O)C","36-11","","",""
"BGC0000036","","",12,"AAZ77699.1",11,"","36-11;Malonyl-CoA","C/C=C(/C=C/C=C/CCCC/C=C/C=C/[C@@H](O)CCC/C=C(C)/C(CC(O)=O)=O)C","36-12","","",""
"BGC0000036","","",13,"?","","","36-12","O[C@@H](CCC/C=C(C)\C(CC(O)=O)=O)/C=C/C=C/CCCC/C=C/C=C/C(C)=C/C","36-13","","",""
"BGC0000036","","",14,"AAZ77703.1;AAZ77704.1","","","","OC(C(O)=O)CO","36-14","","",""
