"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0002109","Kitacinnamycin A","",26.0,"QDJ74280.1","","","2109-19;2109-16;2109-16","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)C(C)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109(5)","","","R=Me"
"BGC0002109","Kitacinnamycin B","",27.0,"QDJ74280.1","","","2109-19;2109-16;2109-16","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H](CC)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109(6)","","","R=Et"
"BGC0002109","","","","","","","","","","","",""
"BGC0002109","","","","","","","","","","","",""
"BGC0002109","","","","","","","","","","","",""
"BGC0002124","SF2487","PKS (Type 1)",1.0,"Start","","","1,3-bisphosphoglycerate","O[C@H](OP([O-])([O-])=O)C(OP([O-])([O-])=O)=O","2124-1","","10.1371/journal.pone.0239054",""
"BGC0002124","","",2.0,"ACTIVE_1791;ACTIVE_1793","","","2124-1","OC[C@H](C(O)=O)O","2124-2","","",""
"BGC0002124","","",3.0,"ACTIVE_1794","","","2124-2","O=C[C@H](C(O)=O)O","2124-3","","",""
"BGC0002124","","",4.0,"ACTIVE_1792","","","2124-3","O=C(O)C(C(O)=O)O","2124-4","","",""
"BGC0002124","","",5.0,"ACTIVE_1791","","","2124-4","O=C(O)C(C(O)=O)OC","2124-5","","",""
"BGC0002124","","",6.0,"ACTIVE_1798;ACTIVE_1797","","","2124-1","OC[C@H](C(O)=O)O","2124-6","","",""
"BGC0002124","","",7.0,"ACTIVE_1800",0,"","methylmalonyl-CoA","OC(CC)=O","2124-7","","",""
"BGC0002124","","",8.0,"ACTIVE_1800",1,"","2124-7;malonyl-CoA","OC(/C=C/CC)=O","2124-8","","",""
"BGC0002124","","",9.0,"ACTIVE_1800",2,"","2124-8;malonyl-CoA","OC(CC/C=C/CC)=O","2124-9","","",""
"BGC0002124","","",10.0,"ACTIVE_1772",3,"","2124-9;methylmalonyl-CoA","OC(/C(C)=C/CC/C=C/CC)=O","2124-10","","",""
"BGC0002124","","",11.0,"ACTIVE_1772",4,"","2124-10;methylmalonyl-CoA","OC([C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-11","","",""
"BGC0002124","","",12.0,"ACTIVE_1780",5,"{'Inactive':['DH']}","2124-11;malonyl-CoA","OC(C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-12","","",""
"BGC0002124","","",13.0,"ACTIVE_1781",6,"","2124-12;methylmalonyl-CoA","OC(/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-13","","",""
"BGC0002124","","",14.0,"ACTIVE_1781",7,"","2124-13;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-14","","",""
"BGC0002124","","",15.0,"ACTIVE_1783",8,"","2124-14;malonyl-CoA","OC(CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-15","","",""
"BGC0002124","","",16.0,"ACTIVE_1783",9,"","2124-15;methylmalonyl-CoA","OC(/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-16","","",""
"BGC0002124","","",17.0,"ACTIVE_1783",10,"","2124-16;malonyl-CoA","OC(/C=C/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-17","","",""
"BGC0002124","","",18.0,"ACTIVE_1784",11,"","2124-17;methylmalonyl-CoA","OC([C@H](C)C/C=C/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-18","","",""
"BGC0002124","","",19.0,"ACTIVE_1784",12,"{'Inactive':['DH']}","2124-18;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)[C@H](C)C/C=C/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-19","","",""
"BGC0002124","","",20.0,"ACTIVE_1784",13,"","2124-19;Methoxymalonyl-ACP(2124-5)","OC(/C(OC)=C/[C@H](C)[C@@H](O)[C@H](C)C/C=C/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-20","","",""
"BGC0002124","","",21.0,"ACTIVE_1796",14,"{'Inactive':['KR']}","2124-20;malonyl-CoA","O=C(O)CC(/C(OC)=C/[C@H](C)[C@@H](O)[C@H](C)C/C=C/C(C)=C/CC[C@H](C)[C@@H](O)/C=C/C[C@@H](O)[C@H](C)C/C(C)=C/CC/C=C/CC)=O","2124-21","","",""
"BGC0002124","","",22.0,"ACTIVE_1789","","","2124-21;2124-6","O[C@H](/C(C)=C/C[C@H](O)[C@@H](C/C(C)=C/CC/C=C/CC)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C1=C(O)[C@@H](CO)OC1=O)=O)\OC","2124-22","","",""
"BGC0002124","","",23.0,"ACTIVE_1786","","","2124-22","O[C@H](/C(C)=C/C[C@H](O)[C@@H](C[C@]([C@H]1CC[C@H](O2)[C@@H]2CC)(O1)C)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)[C@@H](CO)OC3=O)=O)\OC","2124-23","","",""
"BGC0002124","","",24.0,"ACTIVE_1776","","","2124-23","O[C@H](/C(C)=C/C[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@H](O)CC[C@H](O2)[C@@H]2CC)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)[C@@H](CO)OC3=O)=O)\OC","2124-24","","",""
"BGC0002124","","",25.0,"ACTIVE_1776","","","2124-24","O[C@H](/C(C)=C/C[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@@](O2)([H])CC[C@@]2([H])[C@H](O)CC)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)[C@@H](CO)OC3=O)=O)\OC","2124-25","","",""
"BGC0002124","","",26.0,"ACTIVE_1788","","","2124-25","O[C@H](/C(C)=C/C[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@@](O2)([H])CC[C@@]2([H])[C@H](O)CC)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)[C@@H](COC(C)=O)OC3=O)=O)\OC","2124-26","","",""
"BGC0002124","","",27.0,"ACTIVE_1787","","","2124-26","O[C@H](/C(C)=C/C[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@@](O2)([H])CC[C@@]2([H])[C@H](O)CC)C)[C@@H](C)CC/C=C(C)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)C(OC3=O)=C)=O)\OC","2124-27","","",""
"BGC0002124","","",28.0,"ACTIVE_1775","","","2124-27","O[C@H](/C(C)=C/C[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@@](O2)([H])CC[C@@]2([H])[C@H](O)CC)C)[C@@H](C)CC/C=C(CO)/C=C/C[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C(C3=C(O)C(OC3=O)=C)=O)\OC","2124-28","","",""
"BGC0002124","","",29.0,"ACTIVE_1795","","","2124-28","O[C@@H](/C=C/[C@H](C)[C@@](O1)([H])[C@@H](C[C@@]1(C)[C@@](O2)([H])CC[C@@]2([H])[C@H](O)CC)C)[C@@H](C)CC/C=C(CO)/[C@]3([H])[C@](C[C@@H](C)[C@@H](O)[C@H]4C)([H])[C@@]4([H])[C@H](OC)/C(O3)=C5C(C(OC\5=O)=C)=O","2124-29","","",""
"BGC0002124","","",30.0,"ACTIVE_1773","","","2124-29","C[C@@H](CC1)[C@](/C(C)=C/C[C@@](O2)([H])[C@@H](C[C@@]2(C)[C@@](O3)([H])CC[C@@]3([H])[C@H](O)CC)C)([H])O[C@@]1([H])/C(CO)=C/[C@@](C[C@@H](C)[C@@H](O)[C@H]4C)([H])[C@]4([H])[C@H](OC)C(C5=C(O)C(OC5=O)=C)=O","2124-30","","",""
"BGC0002124","","",31.0,"ACTIVE_1774","","","2124-30","C[C@@H](CC1)[C@](/C(C)=C/C[C@@](O2)([H])[C@@H](C[C@@]2(C)[C@@](O3)([H])CC[C@@]3([H])[C@H](O)CC)C)([H])O[C@@]1([H])/C(CO)=C/[C@@](C[C@@H](C)[C@@H](O)[C@H]4CO)([H])[C@]4([H])[C@H](OC)C(C5=C(O)C(OC5=O)=C)=O","2124","","",""
"BGC0002124","","","","","","","","","","","",""
"BGC0002138","Fuelimycin A;Fuelimycin B;Fuelimycin C","PKS (iterative type 1)",1.0,"CK936_29005","","","Acetyl-CoA;Malonyl-CoA","OC(CC(C)=O)=O","2138-1","","10.1016/j.joule.2022.05.011",""
"BGC0002138","","",2.0,"CK936_29005;CK936_29015","","","2138-1","OC(/C=C/C)=O","2138-2","","",""
"BGC0002138","","",3.0,"CK936_29010","","","2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2","CC1C(C1)C(C2)C2C3C(C3)C(C4)C4C5C(C5)C(C6)C6C7C(C7)/C=C/C=C/C=C/C(O)=O","2138-3","","",""
"BGC0002138","Fuelimycin A","",4.0,"CK936_29020","TE","","2138-3","CC1C(C1)C(C2)C2C3C(C3)C(C4)C4C5C(C5)C(C6)C6C7C(C7)/C=C/C=C/C=C/C(O)=O","2138(1)","","",""
"BGC0002138","","",5.0,"CK936_29010","","","2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2","CC1C(C1)C(C2)C2C3C(C3)C(C4)C4C5C(C5)C(C6)C6C7C(C7)/C=C/C=C/C(O)=O","2138-4","","",""
"BGC0002138","Fuelimycin B","",6.0,"CK936_29020","TE","","2138-4","CC1C(C1)C(C2)C2C3C(C3)C(C4)C4C5C(C5)C(C6)C6C7C(C7)/C=C/C=C/C(O)=O","2138(2)","","",""
"BGC0002138","","",7.0,"CK936_29010","","","2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2;2138-2","CC(C1)C1C2C(C2)C(C3)C3C4C(C4)C(C5)C5C6C(C6)/C=C/C=C/C=C/C(O)=O","2138-5","","",""
"BGC0002138","Fuelimycin C","",8.0,"CK936_29020","TE","","2138-5","CC(C1)C1C2C(C2)C(C3)C3C4C(C4)C(C5)C5C6C(C6)/C=C/C=C/C=C/C(O)=O","2138(3)","","",""
"BGC0002138","","","","","","","","","","","",""
"BGC0002142","Gargantulide B;Gargantulide C","PKS (Unknown)",1.0,"HUW46_01959",0,"","","OC(CCCN)=O","2142-1","","10.1039/d1qo01480c",""
"BGC0002142","","",2.0,"HUW46_01949",1,"","2142-1;methylmalonyl-CoA","OC([C@H](C)CCCCN)=O","2142-2","","",""
"BGC0002142","","",3.0,"HUW46_01949",2,"","2142-2;malonyl-CoA","O=C(CC[C@H](C)CCCCN)O","2142-3","","",""
"BGC0002142","","",4.0,"HUW46_01948",3,"","2142-3;malonyl-CoA","OC(C[C@@H](CC[C@H](C)CCCCN)O)=O","2142-4","","",""
"BGC0002142","","",5.0,"HUW46_01948",4,"","2142-4;malonyl-CoA","O=C(CCC[C@@H](CC[C@H](C)CCCCN)O)O","2142-5","","",""
"BGC0002142","","",6.0,"HUW46_01948",5,"","2142-5;malonyl-CoA","O=C(C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O","2142-6","","",""
"BGC0002142","","",7.0,"HUW46_01948",6,"","2142-6;malonyl-CoA","O=C(C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O","2142-7","","",""
"BGC0002142","","",8.0,"HUW46_01948",7,"","2142-7;methylmalonyl-CoA","O=C([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O","2142-8","","",""
"BGC0002142","","",9.0,"HUW46_01948",8,"","2142-8;malonyl-CoA","OC(C[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)=O","2142-9","","",""
"BGC0002142","","",10.0,"HUW46_01947",9,"","2142-9;propylmalonyl-CoA","O=C([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O","2142-10","","",""
"BGC0002142","","",11.0,"HUW46_01947",10,"","2142-10;methylmalonyl-CoA","O=C([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O","2142-11","","",""
"BGC0002142","","",12.0,"HUW46_01947",11,"","2142-11;malonyl-CoA","O=C(C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O","2142-12","","",""
"BGC0002142","","",13.0,"HUW46_01946",12,"","2142-12;malonyl-CoA","O=C(C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O","2142-13","","",""
"BGC0002142","","",14.0,"HUW46_01946",13,"","2142-13;methylmalonyl-CoA","O=C([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O","2142-14","","",""
"BGC0002142","","",15.0,"HUW46_01946",14,"","2142-14;methylmalonyl-CoA","O=C([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O","2142-15","","",""
"BGC0002142","","",16.0,"HUW46_01946",15,"","2142-15;malonyl-CoA","O=C(C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O","2142-16","","",""
"BGC0002142","","",17.0,"HUW46_01945",16,"","2142-16;malonyl-CoA","OC(C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-17","","",""
"BGC0002142","","",18.0,"HUW46_01945",17,"","2142-17;malonyl-CoA","OC(C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-18","","",""
"BGC0002142","","",19.0,"HUW46_01945",18,"","2142-18;malonyl-CoA","OC(C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-19","","",""
"BGC0002142","","",20.0,"HUW46_01945",19,"","2142-19;malonyl-CoA","OC(C[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-20","","",""
"BGC0002142","","",21.0,"HUW46_01945",20,"","2142-20;malonyl-CoA","OC(CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-21","","",""
"BGC0002142","","",22.0,"HUW46_01944",21,"","2142-21;malonyl-CoA","OC(C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-22","","",""
"BGC0002142","","",23.0,"HUW46_01944",22,"","2142-22;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-23","","",""
"BGC0002142","","",24.0,"HUW46_01944",23,"","2142-23;malonyl-CoA","OC(C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-24","","",""
"BGC0002142","","",25.0,"HUW46_01943",24,"","2142-24;methylmalonyl-CoA","OC(/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-25","","",""
"BGC0002142","","",26.0,"HUW46_01943",25,"","2142-25;malonyl-CoA","OC(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O","2142-26","","",""
"BGC0002142","","",27.0,"HUW46_01943",26,"","2142-26;methylmalonyl-CoA","OC([C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-27","","",""
"BGC0002142","","",28.0,"HUW46_01942",27,"","2142-27;malonyl-CoA","OC(C[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-28","","",""
"BGC0002142","","",29.0,"HUW46_01942",28,"","2142-28;malonyl-CoA","OC(CCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-29","","",""
"BGC0002142","","",30.0,"HUW46_01941",29,"","2142-29;methylmalonyl-CoA","OC([C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-30","","",""
"BGC0002142","","",31.0,"HUW46_01941",30,"","2142-30;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)[C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-31","","",""
"BGC0002142","","",32.0,"HUW46_01941",31,"","2142-31;malonyl-CoA","OC(CC[C@H](C)[C@@H](O)[C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@@H](C)[C@@H](C[C@@H](C[C@@H]([C@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-32","","",""
"BGC0002142","","",33.0,"HUW46_01940",32,"","2142-32;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)CC[C@H](C)[C@@H](O)[C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@H](C)[C@@H](C[C@@H](C[C@@H]([C@@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-33","","",""
"BGC0002142","","",34.0,"HUW46_01940",33,"","2142-33;malonyl-CoA","OC(CC[C@H](C)[C@@H](O)CC[C@H](C)[C@@H](O)[C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@H](C)[C@@H](C[C@@H](C[C@@H]([C@@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)=O","2142-34","","",""
"BGC0002142","","",35.0,"HUW46_01940",34,"","2142-34;malonyl-CoA","O=C(CCCC[C@H](C)[C@@H](O)CC[C@H](C)[C@@H](O)[C@@H](C)CCCC[C@@H](O)[C@@H](C)C(C[C@H](O)/C(C)=C/C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@H](O)C[C@H](C[C@@H](C[C@H]([C@H](C)[C@H]([C@H](C)[C@@H](C[C@@H](C[C@@H]([C@@H](C)[C@@H]([C@H](CCC)CC[C@@H]([C@H](C)[C@H](C[C@@H](C[C@@H](CCC[C@@H](CC[C@H](C)CCCCN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)=O)O","2142-35","","",""
"BGC0002142","","",36.0,"HUW46_01940,?","TE","","2142-35","C[C@H]([C@@H]([C@H](CCC)CC[C@H](O)[C@@H]([C@@H](O)C[C@H](O)C[C@H](O)CCC[C@@H](CC[C@H](C)CCCCN)O)C)OC(CCCC[C@H](C)[C@H](CC[C@H](C)[C@H]([C@@H](C)CCCC[C@H]([C@@H](C)C(C[C@@H]1O)=O)O)O)O)=O)[C@H](C[C@H](C[C@H]([C@H](C)[C@@H]([C@@H](C)[C@@H](C[C@H](C[C@@H](C[C@@H](O)C[C@@H](CCC[C@@H](O)C[C@@H]([C@@H](C)[C@@H](O)[C@H](O)/C=C1\C)O)O)O)O)O)O)O)O)O","2142-36","","",""
"BGC0002142","","",37.0,"Start","","","β-D-glucose","O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","2142-37","","",""
"BGC0002142","","",38.0,"Start","","","β-D-mannose","OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","2142-38","","",""
